title,year,doi,citations,abstract,concepts,authors,references,open_access,source,grants,stylometry_score,citation_percentile,norm_citations,norm_stylometry,importance_score
Stylometry at the service of history of science: the Renaissance of Copernicus,2024,https://doi.org/10.1093/llc/fqae085,0,"Abstract A recent study, following a subtle but unusual for history of science argumentation method starting from the premises established by stylometry, discovered a drastic stylistic contrast between Copernicus’s early opus Commentariolus and his mature writings. The finding challenged the long-established view that Copernicus became a humanistically minded scholar early in his life and composed Commentariolus between 1509 and 1514. The present study verifies and extends this investigation by analyzing the whole extant literary oeuvre of Copernicus. The stylometric investigation for the most critical stylistic markers is followed by a detailed linguistic analysis. The results allow for convincing guesses on what motivated Copernicus to abruptly change his Latin style and establish the circumstances under which Copernicus most likely fully embraced Renaissance humanism. In addition, the subsequent historiographical analysis presents a plausible hypothesis on the precise dating of Commentariolus, the “birth certificate” of Copernicus’s geokinetic cosmology. Thus, the utility of stylometry for the history of science is demonstrated.","['Copernicus', 'Stylometry', 'The Renaissance', 'Humanism', 'Historiography', 'Argumentation theory', 'Greeks', 'Philosophy', 'Style (visual arts)', 'Literature', 'Epistemology', 'Classics', 'History', 'Art history', 'Art', 'Linguistics', 'Archaeology', 'Theology', 'Physics', 'Astronomy']",['George Borski'],10,True,Digital Scholarship in the Humanities,[],2,13.026854649211145,0.0,0.6666666666666666,0.19999999999999998
Stylometry Based Authorship Identification,2018,https://doi.org/10.22214/ijraset.2018.4640,0,"Every person is unique"", we have been hearing this since ages.Every person has a unique identity, a unique fingerprint, a unique retina and a lot more.These features play a vital role in identification of individuals for security purposes.Unfortunately, when it comes to security of written pieces or words from an individual, these primary unique identities are futile. One cannot identify a writer from a written piece of text on the basis of retina or fingerprint scans, sometimes even the signature can be forged, in such situations for security purposes and intellectual property rights it becomes very important to identify the true author. Stylometry plays an important role in this. Every author has a unique style of writing, measure of this style of writing is called Stylometry. This paper proposes to identify authors from text based on their style of writing. First a data set consisting of articles, short stories and emails will be used to train the system for multiple authors, then a random text would be given to the system to identify the author correctly, if the author predicted by the system is similar to the author claimed then the information is authentic otherwise the author claiming to be the writer is a fraud. For stylometry, over the ages, many features have been focused on, but this paper proposes new features to be used for this purpose. While writing, there are many unconscious styles that are incorporated by the author, these features have been unnoticed till date, but can play a vital role in accurate and fast identification of authors. These features include: 'intellectual property right', 'chapter length', 'the importance of a word with respect to the other words in a document' and frequency of particular words per thousand words. The algorithms used to train the system can be Decision tree, Naive Bayesian or Multilayer Perceptron.","['Stylometry', 'Identification (biology)', 'Computer science', 'Natural language processing', 'Biology', 'Botany']",['Sujata Khedkar'],12,True,International Journal for Research in Applied Science and Engineering Technology,[],2,13.026854649211145,0.0,0.6666666666666666,0.19999999999999998
Use of Stylometry and Outlier Detection Algorithm in Online Writing Sample to Detect Outliers,2014,https://doi.org/10.9790/3021-04422730,0,"Outlier Detection, now a days, is one of the emerging technology used in data mining.The data objects which deviate from the other data objects in the data set are considered to be as outliers.Outliers are classified as global outliers, collective outliers and contextual outliers.Outlier detection contains a broad spectrum of techniques to detect outliers.[1]Here, we are going to propose an algorithm which detects outliers (unmatched sample) in online writing sample.The online writing sample is analysed firstly by using the well known concept ""Stylometry"".Stylometry is the study which helps to distinguish between the writing style of two persons.It is assumed that the writing style of two persons always differs and every person contains a feature in the sample which defines the uniqueness of the individual.[2] This model can be used in detecting plagiarism, email verification and author identification.The idea behind this proposed model is to save the data from any criminal activities so that the correct author should be identified.","['Stylometry', 'Outlier', 'Computer science', 'Sample (material)', 'Anomaly detection', 'Algorithm', 'Artificial intelligence', 'Pattern recognition (psychology)', 'Chromatography', 'Chemistry']",['Sonia Sharma'],7,True,IOSR Journal of Engineering,[],2,13.026854649211145,0.0,0.6666666666666666,0.19999999999999998
A Digital Edition between Stylometry and OCR:,2019,https://doi.org/10.14434/textual.v12i2.27689,0,"&#x0D; &#x0D; &#x0D; This article presents the digital edition of Robert Musil’s work (Klagenfurter Ausgabe) and its role in a digital humanities project aimed at reconstructing Musil’s activity in the WWI journal Tiroler Soldaten-Zeitung. First, the article reviews the ways in which the compu- tational methods of stylometry are applied to attribute the anonymous texts published in the Klagenfurter Ausgabe. Second, it explores how optical character recognition (OCR) soft- ware is employed to expand the corpus. At the core of this methodology two machine learn- ing algorithms are trained and revised using the transcriptions of the Klagenfurter Ausgabe, to reach an accuracy of about 99.9% in the digitization of the Tiroler Soldaten-Zeitung texts. The work of this project offers not only the possibility of expanding stylometric analysis to the whole journal, but also of improving the transcriptions of the Klagenfurter Ausgabe.&#x0D; &#x0D; &#x0D;","['Stylometry', 'Digitization', 'Computer science', 'Section (typography)', 'Character (mathematics)', 'Natural language processing', 'Information retrieval', 'World Wide Web', 'Telecommunications', 'Geometry', 'Mathematics', 'Operating system']",['Simone Rebora'],36,True,Textual Cultures,[],2,13.026854649211145,0.0,0.6666666666666666,0.19999999999999998
Unpaired Image-to-Image Translation Using Cycle-Consistent Adversarial Networks,2017,https://doi.org/10.1109/iccv.2017.244,19021,"Image-to-image translation is a class of vision and graphics problems where the goal is to learn the mapping between an input image and an output image using a training set of aligned image pairs. However, for many tasks, paired training data will not be available. We present an approach for learning to translate an image from a source domain X to a target domain Y in the absence of paired examples. Our goal is to learn a mapping G : X → Y such that the distribution of images from G(X) is indistinguishable from the distribution Y using an adversarial loss. Because this mapping is highly under-constrained, we couple it with an inverse mapping F : Y → X and introduce a cycle consistency loss to push F(G(X)) ≈ X (and vice versa). Qualitative results are presented on several tasks where paired training data does not exist, including collection style transfer, object transfiguration, season transfer, photo enhancement, etc. Quantitative comparisons against several prior methods demonstrate the superiority of our approach.","['Image translation', 'Image (mathematics)', 'Computer science', 'Translation (biology)', 'Artificial intelligence', 'Consistency (knowledge bases)', 'Adversarial system', 'Domain (mathematical analysis)', 'Set (abstract data type)', 'Object (grammar)', 'Computer vision', 'Computer graphics', 'Pattern recognition (psychology)', 'Mathematics', 'Mathematical analysis', 'Biochemistry', 'Chemistry', 'Messenger RNA', 'Gene', 'Programming language']","['Jun-Yan Zhu', 'Taesung Park', 'Phillip Isola', 'Alexei A. Efros']",72,False,,[],0,99.99798590130916,0.2502203454490443,0.0,0.175154241814331
Intrinsic and Extrinsic Motivations: Classic Definitions and New Directions,2000,https://doi.org/10.1006/ceps.1999.1020,16325,,"['Autonomy', 'Competence (human resources)', 'Psychology', 'Self-determination theory', 'Intrinsic motivation', 'Cognitive evaluation theory', 'Construct (python library)', 'Social psychology', 'Goal theory', 'Cognitive psychology', 'Epistemology', 'Philosophy', 'Political science', 'Computer science', 'Law', 'Programming language']","['Richard M. Ryan', 'Edward L. Deci']",45,True,Contemporary Educational Psychology,[],0,99.99731453507889,0.21475459436704947,0.0,0.1503282160569346
"Mood, misattribution, and judgments of well-being: Informative and directive functions of affective states.",1983,https://doi.org/10.1037/0022-3514.45.3.513,4559,"Les auteurs cherchent a savoir si l'humeur dans lequel le sujet se trouve au moment ou on lui demande d'evaluer sa satisfaction existentielle, influence precisement ces evaluations","['Misattribution of memory', 'Psychology', 'Social psychology', 'Mood', 'Attribution', 'Directive', 'Cognitive psychology', 'Cognition', 'Programming language', 'Neuroscience', 'Computer science']","['Norbert Schwarz', 'Gerald L. Clore']",16,False,Journal of Personality and Social Psychology,[],1,99.97851628063108,0.05997342699659287,0.3333333333333333,0.141981398897615
The Practice of Social Research,1989,https://doi.org/10.2307/1318433,15141,"Part I: AN INTRODUCTION TO INQUIRY. 1. Human Inquiry and Science. 2. Paradigms, Theory, and Social Research. 3. The Ethics and Politics of Social Research. Part II: THE STRUCTURING OF INQUIRY: QUANTITATIVE AND QUALITATIVE. 4. Research Design. 5. Conceptualization, Operationalization, and Measurement. 6. Indexes, Scales, and Typologies. 7. The Logic of Sampling. Part III: MODES OF OPERATION: QUANTITATIVE AND QUALITATIVE. 8. Experiments. 9. Survey Research. 10. Qualitative Field Research. 11. Unobtrusive Research. 12. Evaluation Research. Part IV: ANALYSIS OF DATA: QUANTITATIVE AND QUALITATIVE. 13. Qualitative Data Analysis. 14. Quantitative Data Analysis. 15. The Logic of Multivariate Analysis. 16. Statistical Analyses. 17. Reading and Writing Social Research. APPENDICES. A. Using the Library. B. GSS Household Enumeration Questionnaire. C. Random Numbers. D. Distribution of Chi Square. E. Normal Curve Areas. F. Estimated Sampling Error. Preface. Acknowledgments.","['Sociology', 'Pedagogy', 'Higher education', 'Social science', 'Political science', 'Law']","['Alan Neustadtl', 'Earl R. Babbie']",0,False,Teaching Sociology,[],0,99.9966431688486,0.19917913098385887,0.0,0.1394253916887012
An Integrative Model Of Organizational Trust,1995,https://doi.org/10.5465/amr.1995.9508080335,14018,"Scholars in various disciplines have considered the causes, nature, and effects of trust. Prior approaches to studying trust are considered, including characteristics of the trustor, the trustee, and the role of risk. A definition of trust and a model of its antecedents and outcomes are presented, which integrate research from multiple disciplines and differentiate trust from similar constructs. Several research propositions based on the model are presented.","['Organizational behavior', 'Psychology', 'Organizational culture', 'Sociology', 'Management', 'Knowledge management', 'Social psychology', 'Public relations', 'Political science', 'Computer science', 'Economics']","['Roger C. Mayer', 'James H. Davis', 'F. David Schoorman']",89,False,Academy of Management Review,[],0,99.99597180261833,0.18440611968375495,0.0,0.12908428377862846
"Risk Society, Towards a New Modernity",1994,https://doi.org/10.2307/3341155,12963,"Introduction - Scott Lash and Brian Wynne PART ONE: LIVING ON THE VOLCANO OF CIVILIZATION - THE CONTOURS OF THE RISK SOCIETY On the Logic of Wealth Distribution and Risk Distribution The Politics of Knowledge in the Risk Society PART TWO: THE INDIVIDUALIZATION OF SOCIAL INEQUALITY - LIFE-FORMS AND THE DEMISE OF TRADITION Beyond Status and Class? 'I am I' Gendered Space and the Conflict Inside and Outside the Family Individualization, Institutionalization and Standardization Life Situations and Biographical Patterns De-Standardization of Labour PART THREE: REFLEXIVE MODERNIZATION: ON THE GENERALIZATION OF SCIENCE AND POLITICS Science Beyond Truth and Enlightenment? Opening up the Political","['Modernity', 'Sociology', 'Risk society', 'Late modernity', 'Social science', 'Epistemology', 'Philosophy']","['William Leiss', 'Ulrich Beck', 'Mark Ritter', 'Scott Lash', 'Brian Wynne']",0,False,The Canadian Journal of Sociology,[],0,99.99530043638805,0.17052764513200994,0.0,0.11936935159240694
The attributional Style Questionnaire,1982,https://doi.org/10.1007/bf01173577,1819,,"['Attribution', 'Learned helplessness', 'Psychology', 'Quality of Life Research', 'Style (visual arts)', 'Depressive symptoms', 'Clinical psychology', 'Developmental psychology', 'Social psychology', 'Anxiety', 'Psychiatry', 'Public health', 'Medicine', 'Nursing', 'Archaeology', 'History']","['Christopher Peterson', 'Amy Semmel', 'Carl L. von Baeyer', 'Lyn Y. Abramson', 'Gerald I. Metalsky', 'Martin E. P. Seligman']",29,False,Cognitive Therapy and Research,[],1,99.9026518966096,0.023928858018601104,0.3333333333333333,0.11675020061302077
"Implicit theories, attributions, and coping: A meaning system approach.",1999,https://doi.org/10.1037/0022-3514.77.3.588,1184,"This research sought to integrate C. S. Dweck and E. L. Leggett's (1988) model with attribution theory. Three studies tested the hypothesis that theories of intelligence—the belief that intelligence is malleable (incremental theory) versus fixed (entity theory)—would predict (and create) effort versus ability attributions, which would then mediate mastery-oriented coping. Study 1 revealed that, when given negative feedback, incremental theorists were more likely than entity theorists to attribute to effort. Studies 2 and 3 showed that incremental theorists were more likely than entity theorists to take remedial action if performance was unsatisfactory. Study 3, in which an entity or incremental theory was induced, showed that incremental theorists' remedial action was mediated by their effort attributions. These results suggest that implicit theories create the meaning framework in which attributions occur and are important for understanding motivation.","['Attribution', 'Psychology', 'Social psychology', 'Coping (psychology)', 'Cognitive psychology', 'Meaning (existential)', 'Action (physics)', 'Psychotherapist', 'Physics', 'Quantum mechanics']","['Ying‐yi Hong', 'Chi‐yue Chiu', 'Carol S. Dweck', 'Derrick M.-S. Lin', 'Wendy W. N. Wan']",38,False,Journal of Personality and Social Psychology,[],1,99.78717690500167,0.015575463383190602,0.3333333333333333,0.11090282436823341
Depressive attributional style.,1979,https://doi.org/10.1037/0021-843x.88.3.242,1080,"Depressed college students, compared to nondepressed college students, attributed bad outcomes to internal, stable, and global causes, as measured by an attributional style scale. This attributional style was predicted by the reformulated helplessness model of depression. In addition, relative to nondepressed students, depressed students attributed good outcomes to external, unstable causes. Recently, Abramson, Seligman, and Teasdale (1978) proposed an attributional reformulation of the learned helplessness hypothesis. This reformulation resolves a number of the inadequacies of the original hypothesis when applied to human helplessness and depression. According to the reformulated hypothesis, the kinds of causal attributions people make for lack of control influence whether their helplessness will entail low selfesteem and whether their helplessness will generalize across situations and time. Abramson et al. argued that three attributional dimensions are crucial for explaining human helplessness and depression: internal-external, stable-unstable, and global-specific. In brief, the reformulated model asserts that attributing lack of control to internal factors leads to lowered self-esteem, whereas attributing lack of control to external factors does not. Furthermore, attributing lack of control to stable factors should lead to helplessness deficits extended across time, and attributing lack of control to global factors should lead to wide generalization of help","['Learned helplessness', 'Attribution', 'Psychology', 'Generalization', 'Style (visual arts)', 'Control (management)', 'Developmental psychology', 'Depression (economics)', 'Social psychology', 'Cognitive psychology', 'Archaeology', 'History', 'Mathematical analysis', 'Mathematics', 'Management', 'Macroeconomics', 'Economics']","['Martin E. P. Seligman', 'Lyn Y. Abramson', 'Amy Semmel', 'Carl L. von Baeyer']",7,False,Journal of Abnormal Psychology,[],1,99.74622356495469,0.014207348356288724,0.3333333333333333,0.1099451438494021
Self-serving biases in the attribution process: A reexamination of the fact or fiction question.,1978,https://doi.org/10.1037/0022-3514.36.1.56,1079,,"['Attribution', 'Psychology', 'Social psychology', 'Attribution bias', 'Process (computing)', 'Social perception', 'Cognitive psychology', 'Perception', 'Neuroscience', 'Computer science', 'Operating system']",['Gifford W. Bradley'],41,False,Journal of Personality and Social Psychology,[],1,99.74521651560927,0.014194193404106976,0.3333333333333333,0.10993593538287487
"A multi-method examination of the effects of mindfulness on stress attribution, coping, and emotional well-being",2008,https://doi.org/10.1016/j.jrp.2008.12.008,804,,"['Mindfulness', 'Psychology', 'Coping (psychology)', 'Attribution', 'Maladaptive coping', 'Meditation', 'Perception', 'Clinical psychology', 'Anxiety', 'Developmental psychology', 'Psychotherapist', 'Social psychology', 'Philosophy', 'Theology', 'Neuroscience', 'Psychiatry']","['Netta Weinstein', 'Kirk Warren Brown', 'Richard M. Ryan']",89,False,Journal of Research in Personality,[],1,99.60657938905672,0.01057658155412605,0.3333333333333333,0.10740360708788822
Academic attribution: citation and the construction of disciplinary knowledge,1999,https://doi.org/10.1093/applin/20.3.341,777,"Journal Article Academic attribution: citation and the construction of disciplinary knowledge Get access K Hyland K Hyland City University of Hong Kong, Tat Chee Avenue, Kowloon, Hong Kong, China. E-mail: enhyland@cityu-edu.hk Search for other works by this author on: Oxford Academic Google Scholar Applied Linguistics, Volume 20, Issue 3, September 1999, Pages 341–367, https://doi.org/10.1093/applin/20.3.341 Published: 01 September 1999","['Discipline', 'Citation', 'Attribution', 'Sociology', 'Point (geometry)', 'Academic writing', 'Epistemology', 'Psychology', 'Linguistics', 'Social science', 'Pedagogy', 'Social psychology', 'Computer science', 'Library science', 'Philosophy', 'Geometry', 'Mathematics']",['Ken Hyland'],0,False,Applied Linguistics,[],1,99.58140315542127,0.010221397845218833,0.3333333333333333,0.10715497849165317
Corporate Attributions as Strategic Illusions of Management Control,1984,https://doi.org/10.2307/2393176,709,"Gerald R. Salancik and James R. Meindl This paper examines the reasons given by CEOs to explain their firms' performance in annual stockholder reports over an 18-year period, comparing firms with stable and unstable performance. We argue that the managements of unstable firms, lacking real control over organizational outcomes, strategically manipulate causal attributions to manage impressions of their control. As evidence of this, these managements claim responsibility for both positive and negative outcomes more than do the managements of firms with stable performance, and, contrary to psychological theories, seem reluctant to attribute poor performance to uncontrollable environmental events. When environmental effects are cited, they are coupled with announcements of executive changes, thus implying to readers that management is taking steps to wrestle with its unruly environment. Evidence also indicates that these attributional strategies resulted in better future performance for the firms employing them.","['Attribution', 'Illusion', 'Illusion of control', 'Strategic management', 'Management control system', 'Control (management)', 'Psychology', 'Business', 'Management', 'Process management', 'Social psychology', 'Cognitive psychology', 'Marketing', 'Economics']","['Gerald R. Salancik', 'James R. Meindl']",9,False,Administrative Science Quarterly,[],1,99.51829472977509,0.009326861096859913,0.3333333333333333,0.10652880276780193
A schematic model of dispositional attribution in interpersonal perception.,1979,https://doi.org/10.1037/0033-295x.86.1.61,702,"Previous research on dispositional attribution has failed to take into account how the inference process may be affected by variations in schematic representation of dispositional attributes. A schema is denned here as a set of implicational links between dispositional levels and categories of relevant behaviors. Three general schemata are discussed—the partially restrictive schema, the hierarchically restrictive schema, and the fully restrictive schema—each having different implications for the rules of inference employed in making attributions based on observed behaviors. Relevant research on utilization of information regarding consensus, situational context, and actor's past behavior is reviewed in this framework.","['Attribution', 'Schematic', 'Interpersonal perception', 'Psychology', 'Interpersonal communication', 'Perception', 'Cognitive psychology', 'Social psychology', 'Interpersonal relationship', 'Social perception', 'Electronic engineering', 'Neuroscience', 'Engineering']","['Glenn D. Reeder', 'Marilynn B. Brewer']",50,False,Psychological Review,[],1,99.51057401812689,0.009234776431587672,0.3333333333333333,0.10646434350211136
Videotape and the attribution process: Reversing actors' and observers' points of view.,1973,https://doi.org/10.1037/h0034782,678,"Two actor subjects at a time engaged in a brief, unstructured conversation while two observer subjects looked on. Later a questionnaire measured the actors' attributions of their own behavior in the conversation either to dispcsitional, internal causes or to situational, external causes. Similarly, each observer attributed his matched actor's behavior. Videotapes of the conversation, replayed to subjects before the attribution questionnaire, provided an experimental manipulation of visual orientation. Some actors and observers saw no videotape replay, while other subjects saw a tape that merely repeated their original visual orientations. As predicted for both of these conditions, the actors attributed relatively more to the situation than the observers. A third set of subjects saw a videotape taken from a new perspective—some actors saw a tape of themselves, while some observers saw the other participant with whom their matched actor had been conversing. With this reorientation, self-viewing actors attributed relatively more to their own dispositions than observers. The results indicated the importance of visual orientation in determining attributional differences between actors and observers. Pragmatically, the theoretical framework and results of the study had relevance to the use of videotape self-observation in therapy and T groups. When an individual observes a behavior and attempts to understand its causes, he is concerned with the relative importance of personal dispositions of the actor and the surrounding social and environmental context. Both an observer who wishes to explain another's behavior and an actor who tries to understand his own behavior attempt to make the appropriate causal attributions. There is reason to believe, however, that actors and observers do not always arrive at the same explanation of the actor's behavior. Jones and Nisbett (1971) have argued that when actors seek to explain their own behavior, they are inclined to give considerabl","['Conversation', 'Attribution', 'Psychology', 'Situational ethics', 'Social psychology', 'Observer (physics)', 'Set (abstract data type)', 'Context (archaeology)', 'Orientation (vector space)', 'Perspective (graphical)', 'Cognitive psychology', 'Communication', 'Computer science', 'Paleontology', 'Physics', 'Geometry', 'Mathematics', 'Quantum mechanics', 'Artificial intelligence', 'Biology', 'Programming language']",['Michael D. Storms'],18,False,Journal of Personality and Social Psychology,[],1,99.48271231957033,0.0089190575792257,0.3333333333333333,0.10624334030545798
"Attributions, beliefs about control, and adjustment to breast cancer.",1984,https://doi.org/10.1037/0022-3514.46.3.489,630,,"['Attribution', 'Psychology', 'Social psychology', 'Breast cancer', 'Cancer', 'Control (management)', 'Developmental psychology', 'Medicine', 'Internal medicine', 'Management', 'Economics']","['Shelley E. Taylor', 'Rosemary R. Lichtman', 'Joanne V. Wood']",0,False,Journal of Personality and Social Psychology,[],1,99.42631755622692,0.008287619874501757,0.3333333333333333,0.10580133391215123
Racial Disparities in Official Assessments of Juvenile Offenders: Attributional Stereotypes as Mediating Mechanisms,1998,https://doi.org/10.2307/2657267,612,"Despite extensive sociological research, little evidence exists on how court officials' perceptions of offenders influence their classification, assessment, and final recommendations for punishment. The authors examine the links among these factors, focusing specifically on the race of the accused. The analysis combines information from probation officers' written accounts of juvenile offenders and their crimes and court records about the offenders. They find pronounced differences in officers' attributions about the causes of crime by white versus minority youths. Further, these differences contribute significantly to differential assessments of the risk of reoffending and to sentence recommendations, even after adjusting for legally relevant case and offender characteristics. These results suggest that differential attributions about the causes of crime act as a mediating factor between race and sentencing recommendations","['Psychology', 'Juvenile', 'Juvenile delinquency', 'Criminology', 'Clinical psychology', 'Developmental psychology', 'Genetics', 'Biology']","['George S. Bridges', 'Sara Steen']",25,False,American Sociological Review,[],1,99.40550520308828,0.008050830735230278,0.3333333333333333,0.10563558151466118
Attributional style and depressive symptoms among children.,1984,https://doi.org/10.1037//0021-843x.93.2.235,595,"The reformulation of helplessness theory proposes that an insidious attributional style accompanies and predisposes depressive symptoms To date, all research investigating the reformulation has used adult subjects In the present study, we investigated predictions of the reformulation among 8-13-year-old children Children who attributed bad events to internal, stable, and global causes were more likely to report depressive symptoms than were children who attributed these events to external, unstable, and specific causes This depressive attributional style predicted depressive symptoms 6 months later, suggesting that it may be a risk factor for depression Finally, children's style for bad events and their depressive symptoms converged with those of their mothers, but not with those of their fathers","['Learned helplessness', 'Psychology', 'Attribution', 'Depressive symptoms', 'Depression (economics)', 'Style (visual arts)', 'Developmental psychology', 'Clinical psychology', 'Psychiatry', 'Cognition', 'Social psychology', 'History', 'Archaeology', 'Economics', 'Macroeconomics']","['Martin E. P. Seligman', 'et al']",13,False,Journal of Abnormal Psychology,[],1,99.3749580396106,0.007827196548140547,0.3333333333333333,0.10547903758369838
"Implicit Self-Theories in the Academic Domain: Implications for Goal Orientation, Attributions, Affect, and Self-Esteem Change",2002,https://doi.org/10.1080/15298860290106805,593,"This study supported hypotheses derived from Dweck's model about the implications of two implicit self-theories: Entity theorists believe their intelligence is fixed, whereas Incremental theorists believe their intelligence can be increased. Findings showed no normative change in implicit self-theories from high school through college and relatively stable individual differences during college. Entity theorists tended to adopt performance goals, whereas Incremental theorists tended to adopt learning goals. In terms of attributions, affect, and behavioral response to challenge, Entity theorists displayed a helpless response pattern and Incremental theorists displayed a mastery-oriented response pattern. Finally, Entity theorists declined in self-esteem during college whereas Incremental theorists increased self-esteem, and path analyses showed that this effect was mediated by goal orientation and the helpless versus mastery response patterns.","['Psychology', 'Attribution', 'Social psychology', 'Goal orientation', 'Normative', 'Affect (linguistics)', 'Implicit personality theory', 'Path analysis (statistics)', 'Self-esteem', 'Cognitive psychology', 'Personality', 'Epistemology', 'Philosophy', 'Statistics', 'Mathematics', 'Communication']","['Richard W. Robins', 'Jennifer L. Pals']",55,False,Self and Identity,[],1,99.37294394091977,0.00780088664377705,0.3333333333333333,0.10546062065064393
Attributional style in depression: A meta-analytic review.,1986,https://doi.org/10.1037//0022-3514.50.5.974,589,"In this article we report meta-analyses of the relation of attributional styles to depression. In 104 studies involving nearly 15,000 subjects, several attributional patterns had reliable associations with depression scores. For negative events, attributions to internal, stable, and global causes had a reliable and significant association with depression. Studies in which the attribution factors of ability and luck were measured also showed a reliable association with depression. For positive events, attributions to external, unstable, and specific causes were associated with depression. Ability and luck attribution factors for positive events were also associated with depression. The relations for positive events, however, were weaker than the corresponding ones for negative events. In general, these patterns of relations were independent of a number of potential mediators suggested by authors in this literature, including the type of subject studied (psychiatric vs. college student), the type of event about which the attribution is made (real vs. simulated), the depression measure used, or the publication status of the research report. These conclusions are compared with those of other reviews. Implications for attributional models of depression are discussed.","['Attribution', 'Luck', 'Psychology', 'Depression (economics)', 'Association (psychology)', 'Clinical psychology', 'Style (visual arts)', 'Developmental psychology', 'Social psychology', 'Psychotherapist', 'History', 'Philosophy', 'Theology', 'Archaeology', 'Economics', 'Macroeconomics']","['Paul Sweeney', 'Karen K. Anderson', 'Scott Bailey']",12,False,Journal of Personality and Social Psychology,[],1,99.36858006042296,0.0077482668350500545,0.3333333333333333,0.10542378678453503
Emotion and attribution of intentionality in leader–member relationships,2002,https://doi.org/10.1016/s1048-9843(02)00147-9,531,,"['Attribution', 'Intentionality', 'Psychology', 'Transformational leadership', 'Social psychology', 'Perspective (graphical)', 'Focus (optics)', 'Cognitive psychology', 'Epistemology', 'Philosophy', 'Physics', 'Artificial intelligence', 'Computer science', 'Optics']","['Marie T. Dasborough', 'Neal M. Ashkanasy']",72,False,The Leadership Quarterly,[],1,99.2561262168513,0.006985279608508623,0.3333333333333333,0.10488969572595602
"Peer and cyber aggression in secondary school students: the role of moral disengagement, hostile attribution bias, and outcome expectancies",2009,https://doi.org/10.1002/ab.20336,508,"This study investigated the relationship between cognitive mechanisms, applied by people to rationalize and justify harmful acts, and engagement in traditional peer and cyber aggression among school children. We examined the contribution of moral disengagement (MD), hostile attribution bias, and outcome expectancies, and we further explored the individual contribution of each MD mechanism. Our aim was to identify shared and unique cognitive factors of the two forms of aggression. Three hundred and thirty-nine secondary school children completed self-report measures that assessed MD, hostile attribution bias, outcome expectancies, and their roles and involvement in traditional and cyber aggression. We found that the MD total score positively related to both forms of peer-directed aggression. Furthermore, traditional peer aggression positively related to children's moral justification, euphemistic language, displacement of responsibility and outcome expectancies, and negatively associated with hostile attribution bias. Moral justification also related positively to cyber aggression. Cyber aggression and cyber victimization were associated with high levels of traditional peer aggression and victimization, respectively. The results suggest that MD is a common feature of both traditional and cyber peer aggression, but it seems that traditional forms of aggression demand a higher level of rationalization or justification. Moreover, the data suggest that the expectation of positive outcomes from harmful behavior facilitates engagement in traditional peer aggression. The differential contribution of specific cognitive mechanisms indicates the need for future research to elaborate on the current findings, in order to advance theory and inform existing and future school interventions tackling aggression and bullying.","['Aggression', 'Psychology', 'Attribution', 'Attribution bias', 'Moral disengagement', 'Developmental psychology', 'Poison control', 'Social psychology', 'Peer victimization', 'Psychological intervention', 'Cognition', 'Suicide prevention', 'Medicine', 'Psychiatry', 'Environmental health']","['Chrisa D. Pornari', 'Jane L. Wood']",81,False,Aggressive Behavior,[],1,99.19503188989593,0.0066827157083284,0.3333333333333333,0.10467790099582987
Ranking the Disease Burden of 14 Pathogens in Food Sources in the United States Using Attribution Data from Outbreak Investigations and Expert Elicitation,2012,https://doi.org/10.4315/0362-028x.jfp-11-418,502,,"['Campylobacter', 'Outbreak', 'Environmental health', 'Attribution', 'Expert elicitation', 'Norovirus', 'Salmonella', 'Food safety', 'Biology', 'Medicine', 'Geography', 'Virology', 'Food science', 'Psychology', 'Social psychology', 'Genetics', 'Meteorology', 'Bacteria']","['Michael Batz', 'Sandra Hoffmann', 'J. Glenn Morris']",49,True,Journal of Food Protection,[],1,99.17791205102382,0.006603785995237907,0.3333333333333333,0.10462265019666653
Symbolic Racism: Problems of Motive Attribution in Political Analysis,1986,https://doi.org/10.1111/j.1540-4560.1986.tb00229.x,489,"Research on symbolic racism attempts to identify the underlying psychological sources of public resistance to policies designed to promote racial equality. This research program has been built on the fundamental idea that, although old‐fashioned, overt forms of racism have lost much of their appeal in American politics, new, more subtle and symbolic forms of racism continue to exert a pervasive influence on policy debates, making themselves felt, for example, in opposition to busing, to affirmative action, or even to black candidates running for office. This paper identifies serious empirical, logical, and methodological shortcomings in the case that researchers have advanced to support the symbolic racism thesis. Most serious are (a) the lack of clarity in theoretical definitions of symbolic racism, (b) the major inconsistencies in the operationalization of the construct, (c) the confounding of “independent” and “dependent” variables in the construction of symbolic racism scales, (d) the politically controversial nature of the item content of certain symbolic racism scales, (e) the frequent failures to distinguish the impact of traditional racial prejudice from that of symbolic racism on policy preferences, and (f) the tendency to pose a very restrictive conception of self‐interest as the major explanatory alternative to symbolic racism interpretations of policy preferences.","['Racism', 'Prejudice (legal term)', 'Operationalization', 'The Symbolic', 'Psychometrics of racism', 'Opposition (politics)', 'Social psychology', 'Sociology', 'Politics', 'Psychology', 'Epistemology', 'Gender studies', 'Political science', 'Law', 'Philosophy', 'Psychoanalysis']","['Paul M. Sniderman', 'Philip E. Tetlock']",35,False,Journal of Social Issues,[],1,99.14635783820074,0.006432771616875173,0.3333333333333333,0.1045029401318126
